rank	freq	highest	term1	term2	norMean	mean	sum	items
0.90	14	353	naproxen	"granuloma"	15.60	22.49	1619	72
0.90	14	747	sertraline	"eating disorders"	15.56	27.33	1503	55
0.90	14	774	ampicillin	"gastritis"	15.58	25.90	2098	81
0.90	14	774	ampicillin	"leg ulcer"	15.58	25.90	2098	81
0.90	15	1567	naloxone	"asthma"	16.70	35.15	3410	97
0.90	15	436	aripiprazole	"autistic disorder"	16.63	26.30	1131	43
0.90	16	115	thrombomodulin	"arthritis, rheumatoid"	17.70	18.12	1214	67
0.90	16	170	ascorbic	"mycoses"	17.81	18.79	2029	108
0.90	16	550	pravastatin	"diabetes mellitus, type 1"	17.72	36.70	1688	46
0.90	16	550	pravastatin	"obesity"	17.72	36.70	1688	46
0.90	16	80	alprenolol	"coronary disease"	17.77	17.77	231	13
0.90	17	166	proline	"ocular hypertension"	18.84	20.21	2526	125
0.90	17	166	proline	"xerostomia"	18.84	20.21	2526	125
0.90	17	223	biotin	"graft vs host disease"	18.98	20.70	2753	133
0.90	17	223	biotin	"meningitis"	18.98	20.70	2753	133
0.90	17	535	warfarin	"leg ulcer"	18.85	30.57	3149	103
0.90	17	703	lidocaine	"cystitis, interstitial"	18.94	27.90	3208	115
0.90	17	703	lidocaine	"sexual dysfunction, physiological"	18.94	27.90	3208	115
0.90	17	849	rosiglitazone	"diabetes mellitus, type 1"	18.95	35.82	1970	55
0.90	18	206	pramipexole	"depressive disorder"	19.95	25.65	513	20
0.90	18	2421	metformin	"diabetic neuropathies"	20.03	65.90	4020	61
0.90	18	644	quetiapine	"long qt syndrome"	20.02	36.76	1654	45
0.90	18	6756	amphotericin	"asthma"	19.96	105.81	10369	98
0.90	18	6756	amphotericin	"cytomegalovirus infections"	19.96	105.81	10369	98
0.90	18	6756	amphotericin	"facial dermatoses"	19.96	105.81	10369	98
0.90	18	6756	amphotericin	"hodgkin disease"	19.96	105.81	10369	98
0.90	19	106	ivabradine	"arteriosclerosis"	21.00	21.55	237	11
0.90	19	313	inositol	"carcinoma, non-small-cell lung"	21.10	24.42	2589	106
0.90	19	313	inositol	"huntington disease"	21.10	24.42	2589	106
0.90	19	313	inositol	"motor neuron disease"	21.10	24.42	2589	106
0.90	19	564	dextran	"alzheimer disease"	21.02	30.23	3718	123
0.90	19	564	dextran	"anemia, sickle cell"	21.02	30.23	3718	123
0.90	19	564	dextran	"prostatic hyperplasia"	21.02	30.23	3718	123
0.90	19	564	dextran	"retinal degeneration"	21.02	30.23	3718	123
0.90	19	564	dextran	"tauopathies"	21.02	30.23	3718	123
0.90	19	88	streptozocin	"cardiomyopathies"	21.19	21.19	445	21
0.90	20	2086	propranolol	"bipolar disorder"	22.23	73.20	8857	121
0.90	20	2395	morphine	"lymphoma"	22.24	52.73	6327	120
0.90	20	2526	dobutamine	"diabetic angiopathies"	22.15	112.09	5156	46
0.90	20	605	atropine	"renal insufficiency, chronic"	22.26	36.78	3825	104
0.90	20	605	atropine	"sexual dysfunction, physiological"	22.26	36.78	3825	104
0.90	20	768	triamcinolone	"sarcoidosis"	22.15	44.84	3991	89
0.90	22	377	leucine	"graft vs host disease"	24.45	29.64	3794	128
0.90	22	383	methionine	"bipolar disorder"	24.41	30.44	3835	126
0.90	22	383	methionine	"sleep disorders"	24.41	30.44	3835	126
0.90	22	383	methionine	"substance withdrawal syndrome"	24.41	30.44	3835	126
0.90	23	28	arbutamine	"coronary disease"	25.50	25.50	51	2
0.90	23	596	transferrin	"acquired immunodeficiency syndrome"	25.49	39.89	5146	129
0.90	23	596	transferrin	"trypanosomiasis"	25.49	39.89	5146	129
0.90	25	1385	alanine	"granuloma"	27.77	47.22	7177	152
0.90	30	3618	heparin	"prostatic hyperplasia"	33.39	116.68	17385	149
0.90	32	3349	tyrosine	"diabetic nephropathies"	35.69	90.63	14410	159
0.90	32	3349	tyrosine	"graft vs host disease"	35.69	90.63	14410	159
0.90	33	14507	angiotensin	"addison disease"	36.76	253.97	36318	143
0.90	33	14507	angiotensin	"peptic ulcer"	36.76	253.97	36318	143
0.90	35	2280	prednisone	"cushing syndrome"	39.04	103.79	16607	160
0.90	35	2280	prednisone	"peptic ulcer"	39.04	103.79	16607	160
0.90	3	5	bornaprine	"dyskinesias"	3.33	3.33	10	3
0.90	3	5	ormaplatin	"leukemia"	3.33	3.33	10	3
0.90	3	5	suprofen	"arthritis, rheumatoid"	3.33	3.33	30	9
0.90	3	5	suprofen	"erythema"	3.33	3.33	30	9
0.90	3	5	suprofen	"granuloma"	3.33	3.33	30	9
0.90	3	5	suprofen	"peptic ulcer"	3.33	3.33	30	9
0.90	39	1988	gold	"dry eye syndromes"	43.51	75.88	13506	178
0.90	39	1988	gold	"gingivitis"	43.51	75.88	13506	178
0.90	3	9	alcuronium	"vomiting"	3.33	3.33	20	6
0.90	4	10	telithromycin	"long qt syndrome"	4.43	4.43	31	7
0.90	4	13	benzocaine	"dermatitis, atopic"	4.44	4.44	40	9
0.90	4	13	eticlopride	"substance withdrawal syndrome"	4.43	4.43	31	7
0.90	4	15	bacitracin	"alzheimer disease"	4.45	4.45	138	31
0.90	4	15	bacitracin	"blepharitis"	4.45	4.45	138	31
0.90	4	15	bacitracin	"tauopathies"	4.45	4.45	138	31
0.90	46	3982	interferon	"macular degeneration"	51.16	172.90	28356	164
0.90	4	7	sisomicin	"endocarditis"	4.44	4.44	40	9
0.90	4	8	cisatracurium	"coronary disease"	4.46	4.46	58	13
0.90	5	15	metergoline	"hypertension"	5.53	5.53	83	15
0.90	5	15	metergoline	"obesity"	5.53	5.53	83	15
0.90	6	30	meprobamate	"coronary disease"	6.65	6.65	173	26
0.90	6	30	meprobamate	"menstruation disturbances"	6.65	6.65	173	26
0.90	7	131	indinavir	"arteriosclerosis"	7.79	8.73	288	33
0.90	7	131	indinavir	"renal insufficiency, chronic"	7.79	8.73	288	33
0.90	7	32	cefamandole	"nephritis"	7.81	7.81	125	16
0.90	7	55	norgestrel	"arteriosclerosis"	7.81	7.81	164	21
0.90	7	55	norgestrel	"myocardial ischemia"	7.81	7.81	164	21
0.90	8	2846	imatinib	"asthma"	8.92	51.83	3317	64
0.90	8	2846	imatinib	"psoriasis"	8.92	51.83	3317	64
0.90	8	2846	imatinib	"urination disorders"	8.92	51.83	3317	64
0.90	9	202	metyrapone	"peptic ulcer"	9.95	12.70	470	37
0.90	9	202	metyrapone	"substance withdrawal syndrome"	9.95	12.70	470	37
0.90	9	307	etretinate	"arthritis, reactive"	10.05	15.36	599	39
0.90	9	307	etretinate	"granuloma"	10.05	15.36	599	39
0.90	9	307	etretinate	"xeroderma pigmentosum"	10.05	15.36	599	39
0.90	9	317	epoprostenol	"lupus erythematosus, systemic"	10.05	21.47	408	19
0.90	9	317	epoprostenol	"peripheral vascular diseases"	10.05	21.47	408	19
0.90	9	540	thyroglobulin	"addison disease"	9.97	15.90	1224	77
0.90	9	540	thyroglobulin	"multiple sclerosis"	9.97	15.90	1224	77
0.90	9	64	isoleucine	"arthritis, rheumatoid"	10.01	10.01	811	81
0.90	9	64	isoleucine	"nephritis"	10.01	10.01	811	81
0.90	9	78	sorafenib	"lymphoma"	10.03	10.03	301	30
0.91	10	25	halcinonide	"eczema"	11.00	11.00	55	5
0.91	10	335	glucosamine	"diabetic nephropathies"	11.00	14.01	1093	78
0.91	10	409	leflunomide	"spondylitis, ankylosing"	10.98	18.33	770	42
0.91	10	53	iohexol	"meningitis"	10.94	10.94	361	33
0.91	10	53	iohexol	"peripheral vascular diseases"	10.94	10.94	361	33
0.91	10	96	cabergoline	"cushing syndrome"	11.04	11.04	254	23
0.91	11	303	betamethasone	"leukemia"	12.05	14.33	1304	91
0.91	11	491	raloxifene	"urination disorders"	12.12	27.76	694	25
0.91	11	775	sumatriptan	"angina pectoris"	12.14	36.25	1015	28
0.91	11	775	sumatriptan	"depressive disorder"	12.14	36.25	1015	28
0.91	11	81	hydroxyprogesterone	"arthritis, rheumatoid"	12.11	12.11	448	37
0.91	12	183	chymotrypsin	"liver cirrhosis"	13.16	14.27	1070	75
0.91	12	183	chymotrypsin	"peripheral vascular diseases"	13.16	14.27	1070	75
0.91	12	4066	chloroquine	"encephalitis"	13.14	55.80	5636	101
0.91	12	4066	chloroquine	"panniculitis"	13.14	55.80	5636	101
0.91	12	4066	chloroquine	"uveitis"	13.14	55.80	5636	101
0.91	12	693	clonazepam	"tourette syndrome"	13.19	27.07	1597	59
0.91	13	1516	valproic	"alzheimer disease"	14.32	36.18	2460	68
0.91	13	1516	valproic	"encephalitis"	14.32	36.18	2460	68
0.91	13	1516	valproic	"erythema"	14.32	36.18	2460	68
0.91	13	1516	valproic	"stevens-johnson syndrome"	14.32	36.18	2460	68
0.91	13	1516	valproic	"tauopathies"	14.32	36.18	2460	68
0.91	13	43	acipimox	"myocardial ischemia"	14.25	14.25	114	8
0.91	13	882	paroxetine	"myocardial ischemia"	14.26	26.14	1725	66
0.91	14	103	pinacidil	"coronary disease"	15.38	15.56	249	16
0.91	14	547	vancomycin	"acquired immunodeficiency syndrome"	15.41	23.94	2083	87
0.91	15	1054	etanercept	"erythema"	16.51	37.82	3555	94
0.91	15	318	memantine	"schizophrenia"	16.50	30.12	964	32
0.91	15	331	acarbose	"diabetic angiopathies"	16.47	28.63	544	19
0.91	15	331	acarbose	"myocardial ischemia"	16.47	28.63	544	19
0.91	15	496	desipramine	"parkinson disease"	16.48	25.90	1088	42
0.91	16	628	simvastatin	"multiple sclerosis"	17.61	34.61	2492	72
0.91	16	628	simvastatin	"pancreatitis"	17.61	34.61	2492	72
0.91	17	1065	hydralazine	"diabetes mellitus, type 2"	18.61	40.78	1876	46
0.91	18	187	sevoflurane	"sleep disorders"	19.87	25.33	1393	55
0.91	18	287	olmesartan	"obesity"	19.75	29.10	582	20
0.91	18	481	fluorouracil	"dyskinesias"	19.71	33.22	2957	89
0.91	18	481	fluorouracil	"hypertension"	19.71	33.22	2957	89
0.91	18	779	furosemide	"pancreatitis"	19.84	31.11	2769	89
0.91	18	779	furosemide	"respiratory distress syndrome, adult"	19.84	31.11	2769	89
0.91	19	735	vinorelbine	"vasculitis"	20.87	63.20	948	15
0.91	20	1014	progesterone	"erythema"	22.06	34.39	4712	137
0.91	20	1014	progesterone	"granuloma"	22.06	34.39	4712	137
0.91	20	1149	phenylephrine	"renal insufficiency, chronic"	22.06	39.11	3129	80
0.91	20	2679	rituximab	"granuloma"	21.86	87.55	8055	92
0.91	21	96	topotecan	"lymphoma, non-hodgkin"	23.00	23.00	253	11
0.91	22	1264	vasopressin	"eating disorders"	24.11	48.74	5264	108
0.91	22	533	cortisone	"dermatomyositis"	24.18	29.33	3989	136
0.91	23	4788	aldosterone	"alcoholism"	25.23	106.23	11473	108
0.91	2	3	bisacodyl	"hypokalemia"	2.20	2.20	11	5
0.91	2	3	bisacodyl	"inflammatory bowel diseases"	2.20	2.20	11	5
0.91	2	3	bisacodyl	"lupus erythematosus, systemic"	2.20	2.20	11	5
0.91	2	3	bisacodyl	"vomiting"	2.20	2.20	11	5
0.91	2	3	butaprost	"arteriosclerosis"	2.20	2.20	11	5
0.91	2	3	butaprost	"leukemia"	2.20	2.20	11	5
0.91	2	3	butaprost	"ocular hypertension"	2.20	2.20	11	5
0.91	2	3	butaprost	"periodontitis"	2.20	2.20	11	5
0.91	2	3	floxuridine	"cytomegalovirus infections"	2.20	2.20	11	5
0.91	2	3	floxuridine	"leukemia"	2.20	2.20	11	5
0.91	2	3	floxuridine	"myocardial ischemia"	2.20	2.20	11	5
0.91	2	3	floxuridine	"peptic ulcer"	2.20	2.20	11	5
0.91	2	3	seliciclib	"lymphoma"	2.20	2.20	11	5
0.91	2	3	seliciclib	"lymphoma, non-hodgkin"	2.20	2.20	11	5
0.91	2	3	seliciclib	"nephritis"	2.20	2.20	11	5
0.91	2	3	seliciclib	"urination disorders"	2.20	2.20	11	5
0.91	24	167	sevelamer	"coronary disease"	26.29	35.86	251	7
0.91	24	167	sevelamer	"myocardial ischemia"	26.29	35.86	251	7
0.91	26	814	magnesium	"amyotrophic lateral sclerosis"	28.72	49.64	7595	153
0.91	26	814	magnesium	"attention deficit disorder with hyperactivity"	28.72	49.64	7595	153
0.91	26	814	magnesium	"colitis, ulcerative"	28.72	49.64	7595	153
0.91	26	814	magnesium	"parkinson disease"	28.72	49.64	7595	153
0.91	29	684	serine	"polyradiculoneuropathy"	31.74	43.62	6456	148
0.91	30	2497	fibrinogen	"osteoarthritis"	33.14	107.17	14896	139
0.91	30	3362	methotrexate	"amenorrhea"	32.85	126.71	16726	132
0.91	3	11	chlortetracycline	"anemia, sickle cell"	3.29	3.29	56	17
0.91	3	11	chlortetracycline	"hypertension"	3.29	3.29	56	17
0.91	3	11	chlortetracycline	"myocardial ischemia"	3.29	3.29	56	17
0.91	3	11	chlortetracycline	"nephritis"	3.29	3.29	56	17
0.91	3	11	chlortetracycline	"pelvic inflammatory disease"	3.29	3.29	56	17
0.91	3	11	chlortetracycline	"stomatitis, aphthous"	3.29	3.29	56	17
0.91	32	3931	adenosine	"dermatitis, atopic"	35.04	100.20	15731	157
0.91	32	3931	adenosine	"ocular hypertension"	35.04	100.20	15731	157
0.91	3	5	daltroban	"coronary disease"	3.29	3.29	23	7
0.91	3	8	enrofloxacin	"colitis, ulcerative"	3.31	3.31	43	13
0.91	3	8	enrofloxacin	"retinal degeneration"	3.31	3.31	43	13
0.91	3	8	enrofloxacin	"uveitis"	3.31	3.31	43	13
0.91	39	4063	hemoglobin	"cytomegalovirus infections"	43.09	185.79	30841	166
0.91	39	4063	hemoglobin	"leishmaniasis"	43.09	185.79	30841	166
0.91	4	14	mosapride	"irritable bowel syndrome"	4.38	4.38	35	8
0.91	4	15	lincomycin	"colitis, ulcerative"	4.41	4.41	119	27
0.91	4	15	lincomycin	"erythema"	4.41	4.41	119	27
0.91	4	15	streptodornase	"asthma"	4.39	4.39	123	28
0.91	4	25	flucloxacillin	"arthritis, rheumatoid"	4.42	4.42	106	24
0.91	4	25	flucloxacillin	"dermatitis, atopic"	4.42	4.42	106	24
0.91	4	25	flucloxacillin	"leukemia"	4.42	4.42	106	24
0.91	4	25	flucloxacillin	"meningitis"	4.42	4.42	106	24
0.91	4	25	flucloxacillin	"mycoses"	4.42	4.42	106	24
0.91	4	25	flucloxacillin	"nephritis"	4.42	4.42	106	24
0.91	4	25	flucloxacillin	"vasculitis"	4.42	4.42	106	24
0.91	4	7	trimetaphan	"intraoperative complications"	4.40	4.40	22	5
0.91	4	9	mecillinam	"meningitis"	4.40	4.40	22	5
0.91	4	9	mecillinam	"nephritis"	4.40	4.40	22	5
0.91	50	23779	insulin	"hypercalcemia"	54.82	654.27	111880	171
0.91	50	23779	insulin	"meningitis"	54.82	654.27	111880	171
0.91	50	23779	insulin	"polycystic kidney diseases"	54.82	654.27	111880	171
0.91	5	11	exametazime	"colitis, ulcerative"	5.50	5.50	55	10
0.91	5	19	roxithromycin	"acquired immunodeficiency syndrome"	5.52	5.52	160	29
0.91	5	19	roxithromycin	"arteriosclerosis"	5.52	5.52	160	29
0.91	5	19	roxithromycin	"gastritis"	5.52	5.52	160	29
0.91	5	19	roxithromycin	"leukemia"	5.52	5.52	160	29
0.91	5	6	avanafil	"sexual dysfunctions, psychological"	5.50	5.50	11	2
0.91	5	6	taprostene	"coronary disease"	5.50	5.50	11	2
0.91	6	36	benoxaprofen	"erythema"	6.59	6.59	112	17
0.91	6	36	benoxaprofen	"peptic ulcer"	6.59	6.59	112	17
0.91	7	108	colistin	"endocarditis"	7.73	7.97	263	33
0.91	7	132	suramin	"lymphoma"	7.66	8.50	323	38
0.91	7	132	suramin	"prostatic hyperplasia"	7.66	8.50	323	38
0.91	7	25	acepromazine	"glaucoma"	7.67	7.67	69	9
0.91	7	30	alclofenac	"osteoarthritis"	7.67	7.67	46	6
0.91	7	31	rocuronium	"coronary disease"	7.71	7.71	239	31
0.91	7	31	rocuronium	"epilepsy"	7.71	7.71	239	31
0.91	7	42	mestranol	"myocardial ischemia"	7.71	7.71	185	24
0.91	7	50	rebamipide	"colitis, ulcerative"	7.69	7.69	100	13
0.91	7	50	rebamipide	"inflammatory bowel diseases"	7.69	7.69	100	13
0.91	8	15	etorphine	"epilepsy"	8.75	8.75	35	4
0.91	8	78	hyaluronidase	"asthma"	8.81	8.81	687	78
0.91	8	78	hyaluronidase	"back pain"	8.81	8.81	687	78
0.91	8	798	miconazole	"endocarditis"	8.84	27.70	1025	37
0.91	9	115	neostigmine	"alzheimer disease"	9.86	10.16	518	51
0.91	9	115	neostigmine	"obesity"	9.86	10.16	518	51
0.91	9	115	neostigmine	"peptic ulcer"	9.86	10.16	518	51
0.91	9	115	neostigmine	"tauopathies"	9.86	10.16	518	51
0.91	9	39	iopromide	"arteriosclerosis"	9.91	9.91	109	11
0.91	9	39	iopromide	"renal insufficiency, chronic"	9.91	9.91	109	11
0.91	9	71	tibolone	"sexual dysfunction, physiological"	9.88	9.88	158	16
0.91	9	74	mefenamic	"erythema"	9.90	9.90	297	30
0.92	10	153	rimonabant	"schizophrenia"	10.88	13.08	314	24
0.92	10	50	sufentanil	"dyskinesias"	10.85	10.85	293	27
0.92	10	971	methyldopa	"sexual dysfunctions, psychological"	10.92	29.27	1434	49
0.92	10	971	methyldopa	"sleep disorders"	10.92	29.27	1434	49
0.92	11	181	levamisole	"leishmaniasis"	11.99	13.19	884	67
0.92	11	224	inosine	"angina pectoris"	11.92	14.43	866	60
0.92	11	224	inosine	"encephalitis"	11.92	14.43	866	60
0.92	11	224	inosine	"lupus erythematosus, systemic"	11.92	14.43	866	60
0.92	11	224	inosine	"nephritis"	11.92	14.43	866	60
0.92	11	340	meglumine	"urination disorders"	11.94	18.80	658	35
0.92	11	340	meglumine	"vasculitis"	11.94	18.80	658	35
0.92	11	418	hydroxychloroquine	"arteriosclerosis"	11.99	18.30	1409	77
0.92	11	418	hydroxychloroquine	"facial dermatoses"	11.99	18.30	1409	77
0.92	11	418	hydroxychloroquine	"hypertension"	11.99	18.30	1409	77
0.92	12	1121	lamotrigine	"multiple sclerosis"	13.04	35.98	1871	52
0.92	12	45	golimumab	"arthritis, psoriatic"	13.00	13.00	117	9
0.92	13	117	enalaprilat	"coronary disease"	14.17	15.11	272	18
0.92	13	1634	omeprazole	"inflammatory bowel diseases"	14.20	50.76	2995	59
0.92	13	952	chlorpromazine	"lymphoma"	14.10	25.12	2311	92
0.92	13	952	chlorpromazine	"mycoses"	14.10	25.12	2311	92
0.92	14	194	erythromycin	"arthritis, rheumatoid"	15.18	17.15	1749	102
0.92	14	194	erythromycin	"dermatitis, atopic"	15.18	17.15	1749	102
0.92	14	373	gabapentin	"fibromyalgia"	15.21	19.28	1292	67
0.92	14	373	gabapentin	"motor neuron disease"	15.21	19.28	1292	67
0.92	14	457	fenoterol	"cardiomyopathies"	15.15	42.62	554	13
0.92	14	613	amiodarone	"renal insufficiency, chronic"	15.15	27.40	1973	72
0.92	15	1483	fludarabine	"encephalitis"	16.30	74.77	3290	44
0.92	15	179	medroxyprogesterone	"cachexia"	16.37	17.88	1019	57
0.92	15	179	medroxyprogesterone	"premenstrual syndrome"	16.37	17.88	1019	57
0.92	15	183	cidofovir	"conjunctival diseases"	16.28	19.60	490	25
0.92	15	284	galantamine	"dyskinesias"	16.29	33.81	710	21
0.92	15	742	mitomycin	"granuloma"	16.35	42.22	3293	78
0.92	16	161	carbachol	"leukemia"	17.33	18.28	1170	64
0.92	16	438	droperidol	"coronary disease"	17.46	32.93	922	28
0.92	16	678	sulfamethoxazole	"granuloma"	17.33	26.66	2026	76
0.92	16	678	sulfamethoxazole	"lupus erythematosus, systemic"	17.33	26.66	2026	76
0.92	16	776	topiramate	"substance withdrawal syndrome"	17.38	34.50	1656	48
0.92	17	20	befunolol	"glaucoma"	18.50	18.50	37	2
0.92	17	214	ciprofloxacin	"gastritis"	18.50	19.95	1955	98
0.92	17	214	ciprofloxacin	"long qt syndrome"	18.50	19.95	1955	98
0.92	17	214	ciprofloxacin	"malaria"	18.50	19.95	1955	98
0.92	17	214	ciprofloxacin	"pancreatitis"	18.50	19.95	1955	98
0.92	17	2401	doxorubicin	"nephritis"	18.43	91.18	7659	84
0.92	17	2401	doxorubicin	"obesity"	18.43	91.18	7659	84
0.92	17	317	isoflurane	"arteriosclerosis"	18.57	24.60	1550	63
0.92	17	553	urokinase	"mycoses"	18.44	26.93	2585	96
0.92	17	553	urokinase	"respiratory distress syndrome, adult"	18.44	26.93	2585	96
0.92	18	1011	imipramine	"alzheimer disease"	19.52	36.42	2659	73
0.92	18	1477	sirolimus	"lymphoma"	19.50	65.84	4214	64
0.92	18	552	chlorambucil	"renal insufficiency, chronic"	19.62	33.84	1895	56
0.92	18	949	busulfan	"mycoses"	19.52	53.60	2144	40
0.92	19	1348	verapamil	"depressive disorder"	20.66	57.61	5588	97
0.92	19	577	glibenclamide	"arteriosclerosis"	20.58	40.74	1752	43
0.92	19	577	glibenclamide	"epilepsy"	20.58	40.74	1752	43
0.92	20	265	halofantrine	"long qt syndrome"	21.67	49.17	295	6
0.92	21	137	alfuzosin	"sexual dysfunction, physiological"	22.73	26.09	287	11
0.92	21	285	brimonidine	"conjunctival diseases"	22.91	53.27	586	11
0.92	22	2097	dipyridamole	"diabetic nephropathies"	23.95	85.80	5491	64
0.92	23	682	choline	"autistic disorder"	25.01	38.73	4609	119
0.92	2	3	fazadinium	"coronary disease"	2.17	2.17	13	6
0.92	2	3	fazadinium	"intraoperative complications"	2.17	2.17	13	6
0.92	2	3	fazadinium	"liver cirrhosis"	2.17	2.17	13	6
0.92	2	3	fazadinium	"muscle spasticity"	2.17	2.17	13	6
0.92	2	3	fazadinium	"myocardial ischemia"	2.17	2.17	13	6
0.92	25	335	irbesartan	"obesity"	27.17	37.39	860	23
0.92	25	578	ranibizumab	"ocular hypertension"	27.07	90.60	1359	15
0.92	27	942	estradiol	"peripheral vascular diseases"	29.20	54.63	7812	143
0.92	29	2194	acetylcholine	"cystic fibrosis"	31.41	91.31	12875	141
0.92	29	2194	acetylcholine	"megacolon"	31.41	91.31	12875	141
0.92	33	3349	tyrosine	"attention deficit disorder with hyperactivity"	35.69	90.63	14410	159
0.92	33	3349	tyrosine	"pancreatitis"	35.69	90.63	14410	159
0.92	34	14507	angiotensin	"intraoperative complications"	36.76	253.97	36318	143
0.92	34	14507	angiotensin	"ocular hypertension"	36.76	253.97	36318	143
0.92	34	3795	cyclophosphamide	"arthritis, juvenile rheumatoid"	37.06	156.45	21903	140
0.92	34	3795	cyclophosphamide	"hypertension, pulmonary"	37.06	156.45	21903	140
0.92	34	3795	cyclophosphamide	"panniculitis"	37.06	156.45	21903	140
0.92	3	4	dexetimide	"alzheimer disease"	3.25	3.25	13	4
0.92	3	4	dexetimide	"parkinson disease"	3.25	3.25	13	4
0.92	3	4	dexetimide	"tauopathies"	3.25	3.25	13	4
0.92	3	4	pegsunercept	"diabetes mellitus, type 1"	3.25	3.25	13	4
0.92	3	5	fleroxacin	"endocarditis"	3.25	3.25	26	8
0.92	3	5	fleroxacin	"prostatic hyperplasia"	3.25	3.25	26	8
0.92	3	5	fleroxacin	"renal insufficiency, chronic"	3.25	3.25	26	8
0.92	36	2280	prednisone	"psoriasis"	39.04	103.79	16607	160
0.92	36	928	prednisolone	"alopecia"	39.11	84.61	13623	161
0.92	3	6	acetohydroxamic	"asthma"	3.25	3.25	26	8
0.92	3	6	acetohydroxamic	"cardiomyopathies"	3.25	3.25	26	8
0.92	3	6	buclizine	"migraine disorders"	3.25	3.25	13	4
0.92	3	6	dihydrocodeine	"acquired immunodeficiency syndrome"	3.25	3.25	26	8
0.92	3	6	dihydrocodeine	"epilepsy"	3.25	3.25	26	8
0.92	3	6	dihydrocodeine	"renal insufficiency, chronic"	3.25	3.25	26	8
0.92	4	6	femoxetine	"depressive disorder"	4.33	4.33	13	3
0.92	47	3982	interferon	"angina pectoris"	51.16	172.90	28356	164
0.92	4	8	flunixin	"pelvic inflammatory disease"	4.33	4.33	26	6
0.92	4	8	josamycin	"peptic ulcer"	4.33	4.33	39	9
0.92	4	9	triflupromazine	"dyskinesias"	4.33	4.33	26	6
0.92	5	13	danaparoid	"liver cirrhosis"	5.43	5.43	76	14
0.92	5	13	sugammadex	"renal insufficiency, chronic"	5.46	5.46	71	13
0.92	5	24	chlorprothixene	"epilepsy"	5.42	5.42	65	12
0.92	5	31	isocarboxazid	"bipolar disorder"	5.42	5.42	65	12
0.92	6	11	chlormethine	"lymphoma, non-hodgkin"	6.50	6.50	26	4
0.92	6	13	epinastine	"dermatitis, atopic"	6.50	6.50	39	6
0.92	6	64	monensin	"alzheimer disease"	6.50	6.50	195	30
0.92	6	64	monensin	"arthritis, rheumatoid"	6.50	6.50	195	30
0.92	6	64	monensin	"lymphoma, non-hodgkin"	6.50	6.50	195	30
0.92	6	64	monensin	"malaria"	6.50	6.50	195	30
0.92	6	64	monensin	"tauopathies"	6.50	6.50	195	30
0.92	6	7	dacetuzumab	"lymphoma, non-hodgkin"	6.50	6.50	13	2
0.92	6	7	galiximab	"lymphoma, non-hodgkin"	6.50	6.50	13	2
0.92	6	8	sobuzoxane	"leukemia"	6.50	6.50	26	4
0.92	7	53	fludrocortisone	"urination disorders"	7.64	7.64	252	33
0.92	8	151	ritonavir	"meningitis"	8.73	9.87	444	45
0.92	8	151	ritonavir	"pancreatitis"	8.73	9.87	444	45
0.92	8	151	ritonavir	"sexual dysfunctions, psychological"	8.73	9.87	444	45
0.92	8	151	ritonavir	"vomiting"	8.73	9.87	444	45
0.92	8	73	neomycin	"hypertension"	8.71	8.71	592	68
0.92	8	73	neomycin	"pelvic inflammatory disease"	8.71	8.71	592	68
0.92	8	73	neomycin	"psoriasis"	8.71	8.71	592	68
0.92	9	276	zonisamide	"migraine disorders"	9.82	17.82	392	22
0.92	9	284	diethylcarbamazine	"hypertension, pulmonary"	9.78	20.00	360	18
0.92	9	35	desogestrel	"coronary disease"	9.75	9.75	195	20
0.92	9	71	moxifloxacin	"cystic fibrosis"	9.81	9.81	304	31
0.93	10	171	didanosine	"mycoses"	10.77	14.00	308	22
0.93	10	285	methenamine	"leukemia"	10.78	15.40	616	40
0.93	10	388	ribavirin	"cytomegalovirus infections"	10.73	14.62	1082	74
0.93	10	388	ribavirin	"erythema"	10.73	14.62	1082	74
0.93	10	388	ribavirin	"granuloma"	10.73	14.62	1082	74
0.93	10	388	ribavirin	"pancreatitis"	10.73	14.62	1082	74
0.93	10	388	ribavirin	"psoriasis"	10.73	14.62	1082	74
0.93	10	388	ribavirin	"respiratory distress syndrome, adult"	10.73	14.62	1082	74
0.93	10	41	dexmedetomidine	"obesity"	10.74	10.74	247	23
0.93	10	41	dexmedetomidine	"sleep disorders"	10.74	10.74	247	23
0.93	10	75	nitrofurantoin	"renal insufficiency, chronic"	10.75	10.75	301	28
0.93	11	188	procainamide	"muscular dystrophies"	11.82	16.11	612	38
0.93	11	188	procainamide	"pericarditis"	11.82	16.11	612	38
0.93	11	34	bunazosin	"cardiomyopathies"	11.89	11.89	107	9
0.93	11	36	silodosin	"urination disorders"	11.80	11.80	59	5
0.93	11	685	venlafaxine	"sexual dysfunctions, psychological"	11.77	23.02	1197	52
0.93	11	764	pentagastrin	"liver cirrhosis"	11.88	32.42	1070	33
0.93	12	137	darbepoetin	"diabetes mellitus, type 2"	12.92	15.77	205	13
0.93	12	143	azithromycin	"gastritis"	12.84	13.54	826	61
0.93	12	3504	methacholine	"sarcoidosis"	12.91	64.70	4335	67
0.93	13	227	clobazam	"substance withdrawal syndrome"	14.00	25.55	281	11
0.93	13	278	levonorgestrel	"osteoporosis"	14.03	19.42	641	33
0.93	13	371	fluvoxamine	"serotonin syndrome"	14.03	22.45	898	40
